state,sdg,value,year,Murders per 1 lakh population
Delhi,SDG 3,22.44,2022,22.44
Delhi,SDG 4,22.38,2015,22.38
Delhi,SDG 4,53.7,2016,53.7
Delhi,SDG 4,59.29,2017,59.29
Delhi,SDG 4,58.01,2018,58.01
Delhi,SDG 4,9.15,2019,9.15
Delhi,SDG 4,87.75,2020,87.75
Delhi,SDG 4,26.56,2021,26.56
Delhi,SDG 4,12.95,2022,12.95
Delhi,SDG 5,88.87,2015,88.87
Delhi,SDG 5,95.57,2016,95.57
Delhi,SDG 5,86.21,2017,86.21
Delhi,SDG 5,80.95,2018,80.95
Delhi,SDG 5,65.52,2019,65.52
Delhi,SDG 5,55.09,2020,55.09
Delhi,SDG 5,8.7,2021,8.7
Delhi,SDG 5,40.85,2022,40.85
Delhi,SDG 6,37.27,2015,37.27
Delhi,SDG 6,25.98,2016,25.98
Delhi,SDG 6,72.34,2017,72.34
Delhi,SDG 6,49.59,2018,49.59
Delhi,SDG 6,8.1,2019,8.1
Delhi,SDG 6,22.02,2020,22.02
Delhi,SDG 6,68.33,2021,68.33
Delhi,SDG 6,7.61,2022,7.61
Delhi,SDG 7,85.12,2015,85.12
Delhi,SDG 7,49.51,2016,49.51
Delhi,SDG 7,48.06,2017,48.06
Delhi,SDG 7,59.24,2018,59.24
Delhi,SDG 7,82.47,2019,82.47
Delhi,SDG 7,34.78,2020,34.78
Delhi,SDG 7,67.8,2021,67.8
Delhi,SDG 7,56.57,2022,56.57
Delhi,SDG 8,26.7,2015,26.7
Delhi,SDG 8,87.86,2016,87.86
Delhi,SDG 8,79.74,2017,79.74
Delhi,SDG 8,65.85,2018,65.85
Delhi,SDG 8,85.06,2019,85.06
Delhi,SDG 8,86.73,2020,86.73
Delhi,SDG 8,70.84,2021,70.84
Delhi,SDG 8,83.7,2022,83.7
Delhi,SDG 9,69.75,2015,69.75
Delhi,SDG 9,68.01,2016,68.01
Delhi,SDG 9,61.86,2017,61.86
Delhi,SDG 9,75.27,2018,75.27
Delhi,SDG 9,15.86,2019,15.86
Delhi,SDG 9,88.09,2020,88.09
Delhi,SDG 9,87.18,2021,87.18
Delhi,SDG 9,2.92,2022,2.92
Delhi,SDG 10,82.58,2015,82.58
Delhi,SDG 10,12.89,2016,12.89
Delhi,SDG 10,33.51,2017,33.51
Delhi,SDG 10,74.35,2018,74.35
Delhi,SDG 10,16.08,2019,16.08
Delhi,SDG 10,81.8,2020,81.8
Delhi,SDG 10,83.21,2021,83.21
Delhi,SDG 10,50.75,2022,50.75
Delhi,SDG 11,0.64,2015,0.64
Delhi,SDG 11,28.7,2016,28.7
Delhi,SDG 11,61.69,2017,61.69
Delhi,SDG 11,98.12,2018,98.12
Delhi,SDG 11,63.18,2019,63.18
Delhi,SDG 11,25.98,2020,25.98
Delhi,SDG 11,63.4,2021,63.4
Delhi,SDG 11,54,2022,54
Delhi,SDG 12,77.98,2015,77.98
Delhi,SDG 12,10.7,2016,10.7
Delhi,SDG 12,76.1,2017,76.1
Delhi,SDG 12,54.13,2018,54.13
Delhi,SDG 12,96.3,2019,96.3
Delhi,SDG 12,34.19,2020,34.19
Delhi,SDG 12,63.26,2021,63.26
Delhi,SDG 12,93.2,2022,93.2
Delhi,SDG 13,10.25,2015,10.25
Delhi,SDG 13,93.72,2016,93.72
Delhi,SDG 13,68.79,2017,68.79
Delhi,SDG 13,6.78,2018,6.78
Delhi,SDG 13,30.1,2019,30.1
Delhi,SDG 13,70.82,2020,70.82
Delhi,SDG 13,6.74,2021,6.74
Delhi,SDG 13,58.22,2022,58.22
Delhi,SDG 14,34.59,2015,34.59
Delhi,SDG 14,62.09,2016,62.09
Delhi,SDG 14,4.57,2017,4.57
Delhi,SDG 14,87.15,2018,87.15
Delhi,SDG 14,97.35,2019,97.35
Delhi,SDG 14,96.89,2020,96.89
Delhi,SDG 14,74.97,2021,74.97
Delhi,SDG 14,13.01,2022,13.01
Delhi,SDG 15,75.83,2015,75.83
Delhi,SDG 15,2.46,2016,2.46
Delhi,SDG 15,2.21,2017,2.21
Delhi,SDG 15,32.36,2018,32.36
Delhi,SDG 15,48.86,2019,48.86
Delhi,SDG 15,77.04,2020,77.04
Delhi,SDG 15,68.33,2021,68.33
Delhi,SDG 15,44.59,2022,44.59
Delhi,SDG 16,27.36,2015,27.36
Delhi,SDG 16,99.71,2016,99.71
Delhi,SDG 16,42.62,2017,42.62
Delhi,SDG 16,45.14,2018,45.14
Delhi,SDG 16,16.36,2019,16.36
Delhi,SDG 16,79.48,2020,79.48
Delhi,SDG 16,69.37,2021,69.37
Delhi,SDG 16,22.08,2022,22.08
Delhi,SDG 17,8.24,2015,8.24
Delhi,SDG 17,68.05,2016,68.05
Delhi,SDG 17,65.45,2017,65.45
Delhi,SDG 17,27.33,2018,27.33
Delhi,SDG 17,95.09,2019,95.09
Delhi,SDG 17,15.11,2020,15.11
Delhi,SDG 17,43.23,2021,43.23
Delhi,SDG 17,94.36,2022,94.36
Sikkim,SDG 1,41.97,2015,41.97
Sikkim,SDG 1,63.85,2016,63.85
Sikkim,SDG 1,39.76,2017,39.76
Sikkim,SDG 1,27.42,2018,27.42
Sikkim,SDG 1,98.4,2019,98.4
Sikkim,SDG 1,40.93,2020,40.93
Sikkim,SDG 1,89.41,2021,89.41
Sikkim,SDG 1,23,2022,23
Sikkim,SDG 2,21.31,2015,21.31
Sikkim,SDG 2,3.11,2016,3.11
Sikkim,SDG 2,65.17,2017,65.17
Sikkim,SDG 2,36.85,2018,36.85
Sikkim,SDG 2,86.44,2019,86.44
Sikkim,SDG 2,47.32,2020,47.32
Sikkim,SDG 2,96.82,2021,96.82
Sikkim,SDG 2,18.55,2022,18.55
Sikkim,SDG 3,86.86,2015,86.86
Sikkim,SDG 3,77.66,2016,77.66
Sikkim,SDG 3,77.09,2017,77.09
Sikkim,SDG 3,84.48,2018,84.48
Sikkim,SDG 3,76.1,2019,76.1
Sikkim,SDG 3,62.62,2020,62.62
Sikkim,SDG 3,13.12,2021,13.12
Sikkim,SDG 3,3.25,2022,3.25
Sikkim,SDG 4,92.08,2015,92.08
Sikkim,SDG 4,61.67,2016,61.67
Sikkim,SDG 4,79.65,2017,79.65
Sikkim,SDG 4,48.15,2018,48.15
Sikkim,SDG 4,11.73,2019,11.73
Sikkim,SDG 4,12.52,2020,12.52
Sikkim,SDG 4,68.56,2021,68.56
Sikkim,SDG 4,43.03,2022,43.03
Sikkim,SDG 5,20.05,2015,20.05
Sikkim,SDG 5,49.16,2016,49.16
Sikkim,SDG 5,6.42,2017,6.42
Sikkim,SDG 5,58.2,2018,58.2
Sikkim,SDG 5,26.9,2019,26.9
Sikkim,SDG 5,79.76,2020,79.76
Sikkim,SDG 5,31.04,2021,31.04
Sikkim,SDG 5,45.52,2022,45.52
Sikkim,SDG 6,1.16,2015,1.16
Sikkim,SDG 6,7.24,2016,7.24
Sikkim,SDG 6,39.25,2017,39.25
Sikkim,SDG 6,47.99,2018,47.99
Sikkim,SDG 6,60,2019,60
Sikkim,SDG 6,29.17,2020,29.17
Sikkim,SDG 6,69.5,2021,69.5
Sikkim,SDG 6,86.01,2022,86.01
Sikkim,SDG 7,77.99,2015,77.99
Sikkim,SDG 7,3.96,2016,3.96
Sikkim,SDG 7,48.05,2017,48.05
Sikkim,SDG 7,10.49,2018,10.49
Sikkim,SDG 7,24.2,2019,24.2
Sikkim,SDG 7,98.67,2020,98.67
Sikkim,SDG 7,14.25,2021,14.25
Sikkim,SDG 7,49.89,2022,49.89
Sikkim,SDG 8,61.82,2015,61.82
Sikkim,SDG 8,70.25,2016,70.25
Sikkim,SDG 8,55.96,2017,55.96
Sikkim,SDG 8,0.98,2018,0.98
Sikkim,SDG 8,32.65,2019,32.65
Sikkim,SDG 8,51.77,2020,51.77
Sikkim,SDG 8,8.79,2021,8.79
Sikkim,SDG 8,35.06,2022,35.06
Sikkim,SDG 9,3.32,2015,3.32
Sikkim,SDG 9,7.86,2016,7.86
Sikkim,SDG 9,39.69,2017,39.69
Sikkim,SDG 9,13.27,2018,13.27
Sikkim,SDG 9,56.75,2019,56.75
Sikkim,SDG 9,68.95,2020,68.95
Sikkim,SDG 9,80.06,2021,80.06
Sikkim,SDG 9,20.02,2022,20.02
Sikkim,SDG 10,16.75,2015,16.75
Sikkim,SDG 10,10.46,2016,10.46
Sikkim,SDG 10,63.64,2017,63.64
Sikkim,SDG 10,70.65,2018,70.65
Sikkim,SDG 10,3.16,2019,3.16
Sikkim,SDG 10,93.62,2020,93.62
Sikkim,SDG 10,5.2,2021,5.2
Sikkim,SDG 10,54.13,2022,54.13
Sikkim,SDG 11,70.91,2015,70.91
Sikkim,SDG 11,87.1,2016,87.1
Sikkim,SDG 11,71.41,2017,71.41
Sikkim,SDG 11,80.17,2018,80.17
Sikkim,SDG 11,33.95,2019,33.95
Sikkim,SDG 11,81.48,2020,81.48
Sikkim,SDG 11,8.01,2021,8.01
Sikkim,SDG 11,89.48,2022,89.48
Sikkim,SDG 12,54.76,2015,54.76
Sikkim,SDG 12,81.73,2016,81.73
Sikkim,SDG 12,45.23,2017,45.23
Sikkim,SDG 12,64.36,2018,64.36
Sikkim,SDG 12,52.64,2019,52.64
Sikkim,SDG 12,73.16,2020,73.16
Sikkim,SDG 12,8.16,2021,8.16
Sikkim,SDG 12,6.04,2022,6.04
Sikkim,SDG 13,24.71,2015,24.71
Sikkim,SDG 13,15.95,2016,15.95
Sikkim,SDG 13,87.18,2017,87.18
Sikkim,SDG 13,21.92,2018,21.92
Sikkim,SDG 13,97.59,2019,97.59
Sikkim,SDG 13,33.69,2020,33.69
Sikkim,SDG 13,18.21,2021,18.21
Sikkim,SDG 13,78.97,2022,78.97
Sikkim,SDG 14,65.87,2015,65.87
Sikkim,SDG 14,49.82,2016,49.82
Sikkim,SDG 14,55.54,2017,55.54
Sikkim,SDG 14,71.92,2018,71.92
Sikkim,SDG 14,22.85,2019,22.85
Sikkim,SDG 14,99.63,2020,99.63
Sikkim,SDG 14,97.48,2021,97.48
Sikkim,SDG 14,65.03,2022,65.03
Sikkim,SDG 15,19.95,2015,19.95
Sikkim,SDG 15,68.02,2016,68.02
Sikkim,SDG 15,7.22,2017,7.22
Sikkim,SDG 15,3.07,2018,3.07
Sikkim,SDG 15,25.77,2019,25.77
Sikkim,SDG 15,46.26,2020,46.26
Sikkim,SDG 15,86.83,2021,86.83
Sikkim,SDG 15,72.72,2022,72.72
Sikkim,SDG 16,74.27,2015,74.27
Sikkim,SDG 16,42.55,2016,42.55
Sikkim,SDG 16,34.59,2017,34.59
Sikkim,SDG 16,37.1,2018,37.1
Sikkim,SDG 16,98.76,2019,98.76
Sikkim,SDG 16,4.01,2020,4.01
Sikkim,SDG 16,86.7,2021,86.7
Sikkim,SDG 16,57.87,2022,57.87
Sikkim,SDG 17,43.86,2015,43.86
Sikkim,SDG 17,72.53,2016,72.53
Sikkim,SDG 17,48.67,2017,48.67
Sikkim,SDG 17,87.34,2018,87.34
Sikkim,SDG 17,90.07,2019,90.07
Sikkim,SDG 17,42.17,2020,42.17
Sikkim,SDG 17,27.68,2021,27.68
Sikkim,SDG 17,59.24,2022,59.24
Tripura,SDG 1,91.24,2015,91.24
Tripura,SDG 1,21.07,2016,21.07
Tripura,SDG 1,62.3,2017,62.3
Tripura,SDG 1,63.16,2018,63.16
Tripura,SDG 1,73.31,2019,73.31
Tripura,SDG 1,13.16,2020,13.16
Tripura,SDG 1,71.58,2021,71.58
Tripura,SDG 1,90.9,2022,90.9
Tripura,SDG 2,17.97,2015,17.97
Tripura,SDG 2,23.75,2016,23.75
Tripura,SDG 2,97.14,2017,97.14
Tripura,SDG 2,18.1,2018,18.1
Tripura,SDG 2,85.44,2019,85.44
Tripura,SDG 2,49.23,2020,49.23
Tripura,SDG 2,24.72,2021,24.72
Tripura,SDG 2,87.07,2022,87.07
Tripura,SDG 3,44.53,2015,44.53
Tripura,SDG 3,51.48,2016,51.48
Tripura,SDG 3,35.92,2017,35.92
Tripura,SDG 3,59.3,2018,59.3
Tripura,SDG 3,16.35,2019,16.35
Tripura,SDG 3,39.11,2020,39.11
Tripura,SDG 3,96.94,2021,96.94
Tripura,SDG 3,25.81,2022,25.81
Tripura,SDG 4,65.67,2015,65.67
Tripura,SDG 4,32.52,2016,32.52
Tripura,SDG 4,77.35,2017,77.35
Tripura,SDG 4,13.09,2018,13.09
Tripura,SDG 4,96.98,2019,96.98
Tripura,SDG 4,45.38,2020,45.38
Tripura,SDG 4,23.61,2021,23.61
Tripura,SDG 4,7.35,2022,7.35
Tripura,SDG 5,16.98,2015,16.98
Tripura,SDG 5,51.98,2016,51.98
Tripura,SDG 5,33.7,2017,33.7
Tripura,SDG 5,82.89,2018,82.89
Tripura,SDG 5,43.09,2019,43.09
Tripura,SDG 5,24.87,2020,24.87
Tripura,SDG 5,61.71,2021,61.71
Tripura,SDG 5,70.68,2022,70.68
Tripura,SDG 6,16.7,2015,16.7
Tripura,SDG 6,16.76,2016,16.76
Tripura,SDG 6,3.67,2017,3.67
Tripura,SDG 6,73.64,2018,73.64
Tripura,SDG 6,66.38,2019,66.38
Tripura,SDG 6,47.46,2020,47.46
Tripura,SDG 6,84.42,2021,84.42
Tripura,SDG 6,80.57,2022,80.57
Tripura,SDG 7,58.54,2015,58.54
Tripura,SDG 7,86.83,2016,86.83
Tripura,SDG 7,20.58,2017,20.58
Tripura,SDG 7,11.19,2018,11.19
Tripura,SDG 7,26.97,2019,26.97
Tripura,SDG 7,5.71,2020,5.71
Tripura,SDG 7,53.12,2021,53.12
Tripura,SDG 7,93.66,2022,93.66
Tripura,SDG 8,3.93,2015,3.93
Tripura,SDG 8,12.21,2016,12.21
Tripura,SDG 8,45.22,2017,45.22
Tripura,SDG 8,93.39,2018,93.39
Tripura,SDG 8,31.62,2019,31.62
Tripura,SDG 8,50.72,2020,50.72
Tripura,SDG 8,4.16,2021,4.16
Tripura,SDG 8,14.83,2022,14.83
Tripura,SDG 9,98.66,2015,98.66
Tripura,SDG 9,96.51,2016,96.51
Tripura,SDG 9,0.49,2017,0.49
Tripura,SDG 9,95.18,2018,95.18
Tripura,SDG 9,63.91,2019,63.91
Tripura,SDG 9,86.79,2020,86.79
Tripura,SDG 9,45.47,2021,45.47
Tripura,SDG 9,51.56,2022,51.56
Tripura,SDG 10,48.88,2015,48.88
Tripura,SDG 10,66.69,2016,66.69
Tripura,SDG 10,13.97,2017,13.97
Tripura,SDG 10,3,2018,3
Tripura,SDG 10,30.79,2019,30.79
Tripura,SDG 10,70.47,2020,70.47
Tripura,SDG 10,20.19,2021,20.19
Tripura,SDG 10,67.34,2022,67.34
Tripura,SDG 11,96.99,2015,96.99
Tripura,SDG 11,9.39,2016,9.39
Tripura,SDG 11,67.26,2017,67.26
Tripura,SDG 11,44.38,2018,44.38
Tripura,SDG 11,86.81,2019,86.81
Tripura,SDG 11,17.71,2020,17.71
Tripura,SDG 11,69.26,2021,69.26
Tripura,SDG 11,83.81,2022,83.81
Tripura,SDG 12,94.46,2015,94.46
Tripura,SDG 12,68.32,2016,68.32
Tripura,SDG 12,49.72,2017,49.72
Tripura,SDG 12,61.78,2018,61.78
Tripura,SDG 12,86.89,2019,86.89
Tripura,SDG 12,57.06,2020,57.06
Tripura,SDG 12,3.04,2021,3.04
Tripura,SDG 12,93.09,2022,93.09
Tripura,SDG 13,68.95,2015,68.95
Tripura,SDG 13,67.65,2016,67.65
Tripura,SDG 13,21.57,2017,21.57
Tripura,SDG 13,65.89,2018,65.89
Tripura,SDG 13,39.39,2019,39.39
Tripura,SDG 13,65.12,2020,65.12
Tripura,SDG 13,10.66,2021,10.66
Tripura,SDG 13,65.78,2022,65.78
Tripura,SDG 14,99.94,2015,99.94
Tripura,SDG 14,4.82,2016,4.82
Tripura,SDG 14,97.72,2017,97.72
Tripura,SDG 14,40.69,2018,40.69
Tripura,SDG 14,87.08,2019,87.08
Tripura,SDG 14,78.24,2020,78.24
Tripura,SDG 14,56.7,2021,56.7
Tripura,SDG 14,73.84,2022,73.84
Tripura,SDG 15,87.85,2015,87.85
Tripura,SDG 15,40.41,2016,40.41
Tripura,SDG 15,32.7,2017,32.7
Tripura,SDG 15,66.76,2018,66.76
Tripura,SDG 15,80.78,2019,80.78
Tripura,SDG 15,76.23,2020,76.23
Tripura,SDG 15,79.78,2021,79.78
Tripura,SDG 15,43.56,2022,43.56
Tripura,SDG 16,81.78,2015,81.78
Tripura,SDG 16,12.02,2016,12.02
Tripura,SDG 16,54.45,2017,54.45
Tripura,SDG 16,0.58,2018,0.58
Tripura,SDG 16,32.46,2019,32.46
Tripura,SDG 16,36.65,2020,36.65
Tripura,SDG 16,39.62,2021,39.62
Tripura,SDG 16,69.55,2022,69.55
Tripura,SDG 17,38.86,2015,38.86
Tripura,SDG 17,44.87,2016,44.87
Tripura,SDG 17,23.75,2017,23.75
Tripura,SDG 17,37.33,2018,37.33
Tripura,SDG 17,22.73,2019,22.73
Tripura,SDG 17,7.32,2020,7.32
Tripura,SDG 17,60.34,2021,60.34
Tripura,SDG 17,66.82,2022,66.82
West Bengal,SDG 1,61.95,2015,61.95
West Bengal,SDG 1,46.35,2016,46.35
West Bengal,SDG 1,37.98,2017,37.98
West Bengal,SDG 1,86.33,2018,86.33
West Bengal,SDG 1,51.91,2019,51.91
West Bengal,SDG 1,47.92,2020,47.92
West Bengal,SDG 1,2.56,2021,2.56
West Bengal,SDG 1,34.12,2022,34.12
West Bengal,SDG 2,38.02,2015,38.02
West Bengal,SDG 2,39.88,2016,39.88
West Bengal,SDG 2,58.02,2017,58.02
West Bengal,SDG 2,53.36,2018,53.36
West Bengal,SDG 2,60.79,2019,60.79
West Bengal,SDG 2,76.49,2020,76.49
West Bengal,SDG 2,81.3,2021,81.3
West Bengal,SDG 2,71.81,2022,71.81
West Bengal,SDG 3,95.55,2015,95.55
West Bengal,SDG 3,1.82,2016,1.82
West Bengal,SDG 3,19.58,2017,19.58
West Bengal,SDG 3,0.76,2018,0.76
West Bengal,SDG 3,64.75,2019,64.75
West Bengal,SDG 3,89.8,2020,89.8
West Bengal,SDG 3,24.35,2021,24.35
West Bengal,SDG 3,92.7,2022,92.7
West Bengal,SDG 4,6.03,2015,6.03
West Bengal,SDG 4,93.44,2016,93.44
West Bengal,SDG 4,35.16,2017,35.16
West Bengal,SDG 4,10.14,2018,10.14
West Bengal,SDG 4,48.59,2019,48.59
West Bengal,SDG 4,25.68,2020,25.68
West Bengal,SDG 4,28.49,2021,28.49
West Bengal,SDG 4,30.73,2022,30.73
West Bengal,SDG 5,80.3,2015,80.3
West Bengal,SDG 5,53.92,2016,53.92
West Bengal,SDG 5,31.13,2017,31.13
West Bengal,SDG 5,61.03,2018,61.03
West Bengal,SDG 5,71.62,2019,71.62
West Bengal,SDG 5,27.26,2020,27.26
West Bengal,SDG 5,41.35,2021,41.35
West Bengal,SDG 5,12.19,2022,12.19
West Bengal,SDG 6,18.11,2015,18.11
West Bengal,SDG 6,68.11,2016,68.11
West Bengal,SDG 6,18.14,2017,18.14
West Bengal,SDG 6,52.52,2018,52.52
West Bengal,SDG 6,70.9,2019,70.9
West Bengal,SDG 6,10.69,2020,10.69
West Bengal,SDG 6,56.73,2021,56.73
West Bengal,SDG 6,25.66,2022,25.66
West Bengal,SDG 7,96.29,2015,96.29
West Bengal,SDG 7,48.35,2016,48.35
West Bengal,SDG 7,80.6,2017,80.6
West Bengal,SDG 7,55.02,2018,55.02
West Bengal,SDG 7,4.34,2019,4.34
West Bengal,SDG 7,63.32,2020,63.32
West Bengal,SDG 7,95.14,2021,95.14
West Bengal,SDG 7,60.16,2022,60.16
West Bengal,SDG 8,81.92,2015,81.92
West Bengal,SDG 8,88.42,2016,88.42
West Bengal,SDG 8,22.81,2017,22.81
West Bengal,SDG 8,21.2,2018,21.2
West Bengal,SDG 8,61.1,2019,61.1
West Bengal,SDG 8,41.1,2020,41.1
West Bengal,SDG 8,83.99,2021,83.99
West Bengal,SDG 8,90,2022,90
West Bengal,SDG 9,35.34,2015,35.34
West Bengal,SDG 9,23.69,2016,23.69
West Bengal,SDG 9,78.05,2017,78.05
West Bengal,SDG 9,27.48,2018,27.48
West Bengal,SDG 9,82.26,2019,82.26
West Bengal,SDG 9,42.37,2020,42.37
West Bengal,SDG 9,66.75,2021,66.75
West Bengal,SDG 9,9.55,2022,9.55
West Bengal,SDG 10,62.39,2015,62.39
West Bengal,SDG 10,45.18,2016,45.18
West Bengal,SDG 10,58.66,2017,58.66
West Bengal,SDG 10,16.8,2018,16.8
West Bengal,SDG 10,73.69,2019,73.69
West Bengal,SDG 10,86.28,2020,86.28
West Bengal,SDG 10,21.67,2021,21.67
West Bengal,SDG 10,9.57,2022,9.57
West Bengal,SDG 11,2.36,2015,2.36
West Bengal,SDG 11,64.2,2016,64.2
West Bengal,SDG 11,60.71,2017,60.71
West Bengal,SDG 11,54.67,2018,54.67
West Bengal,SDG 11,23.19,2019,23.19
West Bengal,SDG 11,39.09,2020,39.09
West Bengal,SDG 11,59.45,2021,59.45
West Bengal,SDG 11,49.68,2022,49.68
West Bengal,SDG 12,98.78,2015,98.78
West Bengal,SDG 12,13.64,2016,13.64
West Bengal,SDG 12,69.51,2017,69.51
West Bengal,SDG 12,40.43,2018,40.43
West Bengal,SDG 12,42.82,2019,42.82
West Bengal,SDG 12,71.76,2020,71.76
West Bengal,SDG 12,69.24,2021,69.24
West Bengal,SDG 12,99.13,2022,99.13
West Bengal,SDG 13,12.84,2015,12.84
West Bengal,SDG 13,10.41,2016,10.41
West Bengal,SDG 13,72.43,2017,72.43
West Bengal,SDG 13,57.84,2018,57.84
West Bengal,SDG 13,27.42,2019,27.42
West Bengal,SDG 13,7.94,2020,7.94
West Bengal,SDG 13,8.57,2021,8.57
West Bengal,SDG 13,89.42,2022,89.42
West Bengal,SDG 14,19.19,2015,19.19
West Bengal,SDG 14,32.34,2016,32.34
West Bengal,SDG 14,22.67,2017,22.67
West Bengal,SDG 14,35.5,2018,35.5
West Bengal,SDG 14,6.94,2019,6.94
West Bengal,SDG 14,51.91,2020,51.91
West Bengal,SDG 14,6.76,2021,6.76
West Bengal,SDG 14,80.04,2022,80.04
West Bengal,SDG 15,23.37,2015,23.37
West Bengal,SDG 15,54,2016,54
West Bengal,SDG 15,88.01,2017,88.01
West Bengal,SDG 15,65.09,2018,65.09
West Bengal,SDG 15,53.3,2019,53.3
West Bengal,SDG 15,32.43,2020,32.43
West Bengal,SDG 15,33.3,2021,33.3
West Bengal,SDG 15,66.95,2022,66.95
West Bengal,SDG 16,99.41,2015,99.41
West Bengal,SDG 16,66.18,2016,66.18
West Bengal,SDG 16,55.78,2017,55.78
West Bengal,SDG 16,73.07,2018,73.07
West Bengal,SDG 16,46.52,2019,46.52
West Bengal,SDG 16,6.01,2020,6.01
West Bengal,SDG 16,56.23,2021,56.23
West Bengal,SDG 16,95.76,2022,95.76
West Bengal,SDG 17,17.53,2015,17.53
West Bengal,SDG 17,69,2016,69
West Bengal,SDG 17,20.09,2017,20.09
West Bengal,SDG 17,53.58,2018,53.58
West Bengal,SDG 17,9.67,2019,9.67
West Bengal,SDG 17,45.04,2020,45.04
West Bengal,SDG 17,75.62,2021,75.62
West Bengal,SDG 17,34.76,2022,34.76
Odisha,SDG 1,66.49,2015,66.49
Odisha,SDG 1,79.54,2016,79.54
Odisha,SDG 1,92.72,2017,92.72
Odisha,SDG 1,23.46,2018,23.46
Odisha,SDG 1,39.93,2019,39.93
Odisha,SDG 1,15.24,2020,15.24
Odisha,SDG 1,99.25,2021,99.25
Odisha,SDG 1,92.7,2022,92.7
Odisha,SDG 2,54,2015,54
Odisha,SDG 2,84.2,2016,84.2
Odisha,SDG 2,52.1,2017,52.1
Odisha,SDG 2,62.36,2018,62.36
Odisha,SDG 2,8.91,2019,8.91
Odisha,SDG 2,75.53,2020,75.53
Odisha,SDG 2,12.77,2021,12.77
Odisha,SDG 2,82.61,2022,82.61
Odisha,SDG 3,78.2,2015,78.2
Odisha,SDG 3,70.87,2016,70.87
Odisha,SDG 3,3.62,2017,3.62
Odisha,SDG 3,30.31,2018,30.31
Odisha,SDG 3,26.31,2019,26.31
Odisha,SDG 3,36.01,2020,36.01
Odisha,SDG 3,8.76,2021,8.76
Odisha,SDG 3,93.7,2022,93.7
Odisha,SDG 4,55.38,2015,55.38
Odisha,SDG 4,30.55,2016,30.55
Odisha,SDG 4,39.7,2017,39.7
Odisha,SDG 4,44.72,2018,44.72
Odisha,SDG 4,60.06,2019,60.06
Odisha,SDG 4,51.57,2020,51.57
Odisha,SDG 4,91.94,2021,91.94
Odisha,SDG 4,49.7,2022,49.7
Odisha,SDG 5,99.22,2015,99.22
Odisha,SDG 5,85.14,2016,85.14
Odisha,SDG 5,20.85,2017,20.85
Odisha,SDG 5,93.06,2018,93.06
Odisha,SDG 5,11.64,2019,11.64
Odisha,SDG 5,81.74,2020,81.74
Odisha,SDG 5,38.06,2021,38.06
Odisha,SDG 5,87.8,2022,87.8
Odisha,SDG 6,86.81,2015,86.81
Odisha,SDG 6,80.59,2016,80.59
Odisha,SDG 6,79,2017,79
Odisha,SDG 6,30.47,2018,30.47
Odisha,SDG 6,8.09,2019,8.09
Odisha,SDG 6,40.3,2020,40.3
Odisha,SDG 6,17.35,2021,17.35
Odisha,SDG 6,69.5,2022,69.5
Odisha,SDG 7,34.61,2015,34.61
Odisha,SDG 7,97.56,2016,97.56
Odisha,SDG 7,64.1,2017,64.1
Odisha,SDG 7,82.25,2018,82.25
Odisha,SDG 7,13.25,2019,13.25
Odisha,SDG 7,86.2,2020,86.2
Odisha,SDG 7,92.28,2021,92.28
Odisha,SDG 7,48.71,2022,48.71
Odisha,SDG 8,60.63,2015,60.63
Odisha,SDG 8,76.48,2016,76.48
Odisha,SDG 8,17.48,2017,17.48
Odisha,SDG 8,50.26,2018,50.26
Odisha,SDG 8,39.87,2019,39.87
Odisha,SDG 8,14.64,2020,14.64
Odisha,SDG 8,36.75,2021,36.75
Odisha,SDG 8,6.82,2022,6.82
Odisha,SDG 9,2.58,2015,2.58
Odisha,SDG 9,13.52,2016,13.52
Odisha,SDG 9,96.31,2017,96.31
Odisha,SDG 9,54.95,2018,54.95
Odisha,SDG 9,96.58,2019,96.58
Odisha,SDG 9,43.25,2020,43.25
Odisha,SDG 9,31.18,2021,31.18
Odisha,SDG 9,50.61,2022,50.61
Odisha,SDG 10,43.95,2015,43.95
Odisha,SDG 10,10.57,2016,10.57
Odisha,SDG 10,64.08,2017,64.08
Odisha,SDG 10,21.6,2018,21.6
Odisha,SDG 10,61.96,2019,61.96
Odisha,SDG 10,65.02,2020,65.02
Odisha,SDG 10,15.2,2021,15.2
Odisha,SDG 10,6.13,2022,6.13
Odisha,SDG 11,78.08,2015,78.08
Odisha,SDG 11,45.98,2016,45.98
Odisha,SDG 11,5.82,2017,5.82
Odisha,SDG 11,99.49,2018,99.49
Odisha,SDG 11,5.78,2019,5.78
Odisha,SDG 11,69.5,2020,69.5
Odisha,SDG 11,98.37,2021,98.37
Odisha,SDG 11,23.92,2022,23.92
Odisha,SDG 12,14.22,2015,14.22
Odisha,SDG 12,12.14,2016,12.14
Odisha,SDG 12,30.33,2017,30.33
Odisha,SDG 12,10.1,2018,10.1
Odisha,SDG 12,69.22,2019,69.22
Odisha,SDG 12,6.23,2020,6.23
Odisha,SDG 12,50.94,2021,50.94
Odisha,SDG 12,99.67,2022,99.67
Odisha,SDG 13,81.4,2015,81.4
Odisha,SDG 13,61.52,2016,61.52
Odisha,SDG 13,30.63,2017,30.63
Odisha,SDG 13,62.39,2018,62.39
Odisha,SDG 13,52.7,2019,52.7
Odisha,SDG 13,42.61,2020,42.61
Odisha,SDG 13,13.07,2021,13.07
